Region,Code,Crime_name,Year,Value
Umbria,VEHITHEF,furti in auto in sosta,2018,2359
Umbria,VEHITHEF,furti in auto in sosta,2019,2374
Umbria,ARTTHEF,furti di opere d'arte e materiale archeologico,2010,26
Umbria,ARTTHEF,furti di opere d'arte e materiale archeologico,2011,20
Umbria,ARTTHEF,furti di opere d'arte e materiale archeologico,2012,14
Umbria,ARTTHEF,furti di opere d'arte e materiale archeologico,2013,12
Umbria,ARTTHEF,furti di opere d'arte e materiale archeologico,2014,12
Umbria,ARTTHEF,furti di opere d'arte e materiale archeologico,2015,12
Umbria,ARTTHEF,furti di opere d'arte e materiale archeologico,2016,16
Umbria,ARTTHEF,furti di opere d'arte e materiale archeologico,2017,11
Umbria,ARTTHEF,furti di opere d'arte e materiale archeologico,2018,9
Umbria,ARTTHEF,furti di opere d'arte e materiale archeologico,2019,18
Umbria,TRUCKTHEF,furti di automezzi pesanti trasportanti merci,2010,35
Umbria,TRUCKTHEF,furti di automezzi pesanti trasportanti merci,2011,24
Umbria,TRUCKTHEF,furti di automezzi pesanti trasportanti merci,2012,16
Umbria,TRUCKTHEF,furti di automezzi pesanti trasportanti merci,2013,17
Umbria,TRUCKTHEF,furti di automezzi pesanti trasportanti merci,2014,17
Umbria,TRUCKTHEF,furti di automezzi pesanti trasportanti merci,2015,17
Umbria,TRUCKTHEF,furti di automezzi pesanti trasportanti merci,2016,19
Umbria,TRUCKTHEF,furti di automezzi pesanti trasportanti merci,2017,4
Umbria,TRUCKTHEF,furti di automezzi pesanti trasportanti merci,2018,20
Umbria,TRUCKTHEF,furti di automezzi pesanti trasportanti merci,2019,2
Umbria,MOPETHEF,furti di ciclomotori,2010,271
Umbria,MOPETHEF,furti di ciclomotori,2011,290
Umbria,MOPETHEF,furti di ciclomotori,2012,388
Umbria,MOPETHEF,furti di ciclomotori,2013,297
Umbria,MOPETHEF,furti di ciclomotori,2014,220
Umbria,MOPETHEF,furti di ciclomotori,2015,134
Umbria,MOPETHEF,furti di ciclomotori,2016,139
Umbria,MOPETHEF,furti di ciclomotori,2017,154
Umbria,MOPETHEF,furti di ciclomotori,2018,172
Umbria,MOPETHEF,furti di ciclomotori,2019,98
Umbria,MOTORTHEF,furti di motocicli,2010,79
Umbria,MOTORTHEF,furti di motocicli,2011,93
Umbria,MOTORTHEF,furti di motocicli,2012,127
Umbria,MOTORTHEF,furti di motocicli,2013,85
Umbria,MOTORTHEF,furti di motocicli,2014,85
Umbria,MOTORTHEF,furti di motocicli,2015,72
Umbria,MOTORTHEF,furti di motocicli,2016,64
Umbria,MOTORTHEF,furti di motocicli,2017,67
Umbria,MOTORTHEF,furti di motocicli,2018,60
Umbria,MOTORTHEF,furti di motocicli,2019,54
Umbria,CARTHEF,furti di autovetture,2010,539
Umbria,CARTHEF,furti di autovetture,2011,537
Umbria,CARTHEF,furti di autovetture,2012,591
Umbria,CARTHEF,furti di autovetture,2013,559
Umbria,CARTHEF,furti di autovetture,2014,426
Umbria,CARTHEF,furti di autovetture,2015,432
Umbria,CARTHEF,furti di autovetture,2016,379
Umbria,CARTHEF,furti di autovetture,2017,341
Umbria,CARTHEF,furti di autovetture,2018,394
Umbria,CARTHEF,furti di autovetture,2019,312
Umbria,ROBBER,rapine,2010,235
Umbria,ROBBER,rapine,2011,370
Umbria,ROBBER,rapine,2012,369
Umbria,ROBBER,rapine,2013,329
Umbria,ROBBER,rapine,2014,259
Umbria,ROBBER,rapine,2015,236
Umbria,ROBBER,rapine,2016,234
Umbria,ROBBER,rapine,2017,203
Umbria,ROBBER,rapine,2018,221
Umbria,ROBBER,rapine,2019,220
Umbria,HOUSEROB,rapine in abitazione,2010,31
Umbria,HOUSEROB,rapine in abitazione,2011,48
Umbria,HOUSEROB,rapine in abitazione,2012,40
Umbria,HOUSEROB,rapine in abitazione,2013,44
Umbria,HOUSEROB,rapine in abitazione,2014,55
Umbria,HOUSEROB,rapine in abitazione,2015,35
Umbria,HOUSEROB,rapine in abitazione,2016,25
Umbria,HOUSEROB,rapine in abitazione,2017,20
Umbria,HOUSEROB,rapine in abitazione,2018,21
Umbria,HOUSEROB,rapine in abitazione,2019,31
Umbria,BANKROB,rapine in banca,2010,16
Umbria,BANKROB,rapine in banca,2011,12
Umbria,BANKROB,rapine in banca,2012,24
Umbria,BANKROB,rapine in banca,2013,19
Umbria,BANKROB,rapine in banca,2014,7
Umbria,BANKROB,rapine in banca,2015,15
Umbria,BANKROB,rapine in banca,2016,5
Umbria,BANKROB,rapine in banca,2017,6
Umbria,BANKROB,rapine in banca,2018,6
Umbria,BANKROB,rapine in banca,2019,3
Umbria,POSTROB,rapine in uffici postali,2010,2
Umbria,POSTROB,rapine in uffici postali,2011,7
Umbria,POSTROB,rapine in uffici postali,2012,7
Umbria,POSTROB,rapine in uffici postali,2013,3
Umbria,POSTROB,rapine in uffici postali,2014,6
Umbria,POSTROB,rapine in uffici postali,2015,2
Umbria,POSTROB,rapine in uffici postali,2016,2
Umbria,POSTROB,rapine in uffici postali,2017,4
Umbria,POSTROB,rapine in uffici postali,2018,1
Umbria,POSTROB,rapine in uffici postali,2019,0
Umbria,SHOPROB,rapine in esercizi commerciali,2010,33
Umbria,SHOPROB,rapine in esercizi commerciali,2011,47
Umbria,SHOPROB,rapine in esercizi commerciali,2012,53
Umbria,SHOPROB,rapine in esercizi commerciali,2013,40
Umbria,SHOPROB,rapine in esercizi commerciali,2014,32
Umbria,SHOPROB,rapine in esercizi commerciali,2015,31
Umbria,SHOPROB,rapine in esercizi commerciali,2016,38
Umbria,SHOPROB,rapine in esercizi commerciali,2017,33
Umbria,SHOPROB,rapine in esercizi commerciali,2018,27
Umbria,SHOPROB,rapine in esercizi commerciali,2019,28
Umbria,STREETROB,rapine in pubblica via,2010,102
Umbria,STREETROB,rapine in pubblica via,2011,185
Umbria,STREETROB,rapine in pubblica via,2012,166
Umbria,STREETROB,rapine in pubblica via,2013,155
Umbria,STREETROB,rapine in pubblica via,2014,109
Umbria,STREETROB,rapine in pubblica via,2015,101
Umbria,STREETROB,rapine in pubblica via,2016,107
Umbria,STREETROB,rapine in pubblica via,2017,100
Umbria,STREETROB,rapine in pubblica via,2018,118
Umbria,STREETROB,rapine in pubblica via,2019,117
Umbria,EXTORT,estorsioni,2010,65
Umbria,EXTORT,estorsioni,2011,76
Umbria,EXTORT,estorsioni,2012,92
Umbria,EXTORT,estorsioni,2013,90
Umbria,EXTORT,estorsioni,2014,88
Umbria,EXTORT,estorsioni,2015,167
Umbria,EXTORT,estorsioni,2016,170
Umbria,EXTORT,estorsioni,2017,123
Umbria,EXTORT,estorsioni,2018,119
Umbria,EXTORT,estorsioni,2019,101
Umbria,SWINCYB,truffe e frodi informatiche,2010,1036
Umbria,SWINCYB,truffe e frodi informatiche,2011,1382
Umbria,SWINCYB,truffe e frodi informatiche,2012,1608
Umbria,SWINCYB,truffe e frodi informatiche,2013,1826
Umbria,SWINCYB,truffe e frodi informatiche,2014,1888
Umbria,SWINCYB,truffe e frodi informatiche,2015,1975
Umbria,SWINCYB,truffe e frodi informatiche,2016,2028
Umbria,SWINCYB,truffe e frodi informatiche,2017,2640
Umbria,SWINCYB,truffe e frodi informatiche,2018,3097
Umbria,SWINCYB,truffe e frodi informatiche,2019,3271
Umbria,CYBERCRIM,delitti informatici,2010,40
Umbria,CYBERCRIM,delitti informatici,2011,52
Umbria,CYBERCRIM,delitti informatici,2012,69
Umbria,CYBERCRIM,delitti informatici,2013,127
Umbria,CYBERCRIM,delitti informatici,2014,162
Umbria,CYBERCRIM,delitti informatici,2015,202
Umbria,CYBERCRIM,delitti informatici,2016,230
Umbria,CYBERCRIM,delitti informatici,2017,186
Umbria,CYBERCRIM,delitti informatici,2018,198
Umbria,CYBERCRIM,delitti informatici,2019,213
Umbria,COUNTER,contraffazione di marchi e prodotti industriali,2010,49
Umbria,COUNTER,contraffazione di marchi e prodotti industriali,2011,58
Umbria,COUNTER,contraffazione di marchi e prodotti industriali,2012,65
Umbria,COUNTER,contraffazione di marchi e prodotti industriali,2013,60
Umbria,COUNTER,contraffazione di marchi e prodotti industriali,2014,57
Umbria,COUNTER,contraffazione di marchi e prodotti industriali,2015,34
Umbria,COUNTER,contraffazione di marchi e prodotti industriali,2016,30
Umbria,COUNTER,contraffazione di marchi e prodotti industriali,2017,30
Umbria,COUNTER,contraffazione di marchi e prodotti industriali,2018,15
Umbria,COUNTER,contraffazione di marchi e prodotti industriali,2019,26
Umbria,INTPROP,violazione della proprietà intellettuale,2010,9
Umbria,INTPROP,violazione della proprietà intellettuale,2011,6
Umbria,INTPROP,violazione della proprietà intellettuale,2012,6
Umbria,INTPROP,violazione della proprietà intellettuale,2013,6
Umbria,INTPROP,violazione della proprietà intellettuale,2014,2
Umbria,INTPROP,violazione della proprietà intellettuale,2015,3
Umbria,INTPROP,violazione della proprietà intellettuale,2016,6
Umbria,INTPROP,violazione della proprietà intellettuale,2017,0
Umbria,INTPROP,violazione della proprietà intellettuale,2018,2
Umbria,INTPROP,violazione della proprietà intellettuale,2019,3
Umbria,RECEIV,ricettazione,2010,209
Umbria,RECEIV,ricettazione,2011,307
Umbria,RECEIV,ricettazione,2012,298
Umbria,RECEIV,ricettazione,2013,293
Umbria,RECEIV,ricettazione,2014,341
Umbria,RECEIV,ricettazione,2015,296
Umbria,RECEIV,ricettazione,2016,255
Umbria,RECEIV,ricettazione,2017,255
Umbria,RECEIV,ricettazione,2018,249
Umbria,RECEIV,ricettazione,2019,216
Umbria,MONEYLAU,"riciclaggio e impiego di denaro, beni o utilità di provenienza illecita",2010,18
Umbria,MONEYLAU,"riciclaggio e impiego di denaro, beni o utilità di provenienza illecita",2011,9
Umbria,MONEYLAU,"riciclaggio e impiego di denaro, beni o utilità di provenienza illecita",2012,12
Umbria,MONEYLAU,"riciclaggio e impiego di denaro, beni o utilità di provenienza illecita",2013,4
Umbria,MONEYLAU,"riciclaggio e impiego di denaro, beni o utilità di provenienza illecita",2014,6
Umbria,MONEYLAU,"riciclaggio e impiego di denaro, beni o utilità di provenienza illecita",2015,2
Umbria,MONEYLAU,"riciclaggio e impiego di denaro, beni o utilità di provenienza illecita",2016,1
Umbria,MONEYLAU,"riciclaggio e impiego di denaro, beni o utilità di provenienza illecita",2017,7
Umbria,MONEYLAU,"riciclaggio e impiego di denaro, beni o utilità di provenienza illecita",2018,11
Umbria,MONEYLAU,"riciclaggio e impiego di denaro, beni o utilità di provenienza illecita",2019,8
Umbria,USURY,usura,2010,3
Umbria,USURY,usura,2011,2
Umbria,USURY,usura,2012,5
Umbria,USURY,usura,2013,2
Umbria,USURY,usura,2014,4
Umbria,USURY,usura,2015,3
Umbria,USURY,usura,2016,4
Umbria,USURY,usura,2017,4
Umbria,USURY,usura,2018,3
Umbria,USURY,usura,2019,1
Umbria,DAMAGE,danneggiamenti,2010,6644
Umbria,DAMAGE,danneggiamenti,2011,5902
Umbria,DAMAGE,danneggiamenti,2012,5351
Umbria,DAMAGE,danneggiamenti,2013,5153
Umbria,DAMAGE,danneggiamenti,2014,3737
Umbria,DAMAGE,danneggiamenti,2015,3644
Umbria,DAMAGE,danneggiamenti,2016,3527
Umbria,DAMAGE,danneggiamenti,2017,3579
Umbria,DAMAGE,danneggiamenti,2018,3866
Umbria,DAMAGE,danneggiamenti,2019,4021
Umbria,ARSON,incendi,2010,89
Umbria,ARSON,incendi,2011,209
Umbria,ARSON,incendi,2012,295
Umbria,ARSON,incendi,2013,81
Umbria,ARSON,incendi,2014,63
Umbria,ARSON,incendi,2015,93
Umbria,ARSON,incendi,2016,56
Umbria,ARSON,incendi,2017,182
Umbria,ARSON,incendi,2018,67
Umbria,ARSON,incendi,2019,115
Umbria,FOREARS,incendi boschivi,2010,38
Umbria,FOREARS,incendi boschivi,2011,112
Umbria,FOREARS,incendi boschivi,2012,194
Umbria,FOREARS,incendi boschivi,2013,26
Umbria,FOREARS,incendi boschivi,2014,10
Umbria,FOREARS,incendi boschivi,2015,52
Umbria,FOREARS,incendi boschivi,2016,15
Umbria,FOREARS,incendi boschivi,2017,91
Umbria,FOREARS,incendi boschivi,2018,30
Umbria,FOREARS,incendi boschivi,2019,52
Umbria,DAMARS,danneggiamento seguito da incendio,2010,35
Umbria,DAMARS,danneggiamento seguito da incendio,2011,50
Umbria,DAMARS,danneggiamento seguito da incendio,2012,70
Umbria,DAMARS,danneggiamento seguito da incendio,2013,38
Umbria,DAMARS,danneggiamento seguito da incendio,2014,78
Umbria,DAMARS,danneggiamento seguito da incendio,2015,53
Umbria,DAMARS,danneggiamento seguito da incendio,2016,45
Umbria,DAMARS,danneggiamento seguito da incendio,2017,50
Umbria,DAMARS,danneggiamento seguito da incendio,2018,32
Umbria,DAMARS,danneggiamento seguito da incendio,2019,36
Umbria,DRUG,normativa sugli stupefacenti,2010,590
Umbria,DRUG,normativa sugli stupefacenti,2011,603
Umbria,DRUG,normativa sugli stupefacenti,2012,607
Umbria,DRUG,normativa sugli stupefacenti,2013,569
Umbria,DRUG,normativa sugli stupefacenti,2014,557
Umbria,DRUG,normativa sugli stupefacenti,2015,451
Umbria,DRUG,normativa sugli stupefacenti,2016,497
Umbria,DRUG,normativa sugli stupefacenti,2017,527
Umbria,DRUG,normativa sugli stupefacenti,2018,481
Umbria,DRUG,normativa sugli stupefacenti,2019,413
Umbria,ATTACK,attentati,2010,2
Umbria,ATTACK,attentati,2011,4
Umbria,ATTACK,attentati,2012,3
Umbria,ATTACK,attentati,2013,3
Umbria,ATTACK,attentati,2014,0
Umbria,ATTACK,attentati,2015,0
Umbria,ATTACK,attentati,2016,1
Umbria,ATTACK,attentati,2017,1
Umbria,ATTACK,attentati,2018,1
Umbria,ATTACK,attentati,2019,7
Umbria,CRIMASS,associazione per delinquere,2010,9
Umbria,CRIMASS,associazione per delinquere,2011,61
Umbria,CRIMASS,associazione per delinquere,2012,127
Umbria,CRIMASS,associazione per delinquere,2013,11
Umbria,CRIMASS,associazione per delinquere,2014,17
Umbria,CRIMASS,associazione per delinquere,2015,12
Umbria,CRIMASS,associazione per delinquere,2016,11
Umbria,CRIMASS,associazione per delinquere,2017,5
Umbria,CRIMASS,associazione per delinquere,2018,21
Umbria,CRIMASS,associazione per delinquere,2019,9
Umbria,MAFIASS,associazione di tipo mafioso,2010,0
Umbria,MAFIASS,associazione di tipo mafioso,2011,0
Umbria,MAFIASS,associazione di tipo mafioso,2012,1
Umbria,MAFIASS,associazione di tipo mafioso,2013,0
Umbria,MAFIASS,associazione di tipo mafioso,2014,0
Umbria,MAFIASS,associazione di tipo mafioso,2015,0
Umbria,MAFIASS,associazione di tipo mafioso,2016,1
Umbria,MAFIASS,associazione di tipo mafioso,2017,0
Umbria,MAFIASS,associazione di tipo mafioso,2018,0
Umbria,MAFIASS,associazione di tipo mafioso,2019,0
Umbria,SMUGGL,contrabbando,2010,0
Umbria,SMUGGL,contrabbando,2011,0
Umbria,SMUGGL,contrabbando,2012,0
Umbria,SMUGGL,contrabbando,2013,2
Umbria,SMUGGL,contrabbando,2014,0
Umbria,SMUGGL,contrabbando,2015,0
Umbria,SMUGGL,contrabbando,2016,0
Umbria,SMUGGL,contrabbando,2017,0
Umbria,SMUGGL,contrabbando,2018,0
Umbria,SMUGGL,contrabbando,2019,0
Umbria,OTHCRIM,altri delitti,2010,5302
Umbria,OTHCRIM,altri delitti,2011,5440
Umbria,OTHCRIM,altri delitti,2012,5937
Umbria,OTHCRIM,altri delitti,2013,6904
Umbria,OTHCRIM,altri delitti,2014,6572
Umbria,OTHCRIM,altri delitti,2015,5817
Umbria,OTHCRIM,altri delitti,2016,6061
Umbria,OTHCRIM,altri delitti,2017,6041
Umbria,OTHCRIM,altri delitti,2018,5974
Umbria,OTHCRIM,altri delitti,2019,6136
Umbria,TOT,totale,2010,34568
Umbria,TOT,totale,2011,35766
Umbria,TOT,totale,2012,36923
Umbria,TOT,totale,2013,38506
Umbria,TOT,totale,2014,35693
Umbria,TOT,totale,2015,32818
Umbria,TOT,totale,2016,30108
Umbria,TOT,totale,2017,31115
Umbria,TOT,totale,2018,31632
Umbria,TOT,totale,2019,30457
Marche,MASSMURD,strage,2010,0
Marche,MASSMURD,strage,2011,0
Marche,MASSMURD,strage,2012,1
Marche,MASSMURD,strage,2013,0
Marche,MASSMURD,strage,2014,0
Marche,MASSMURD,strage,2015,0
Marche,MASSMURD,strage,2016,0
Marche,MASSMURD,strage,2017,0
Marche,MASSMURD,strage,2018,1
Marche,MASSMURD,strage,2019,0
Marche,INTENHOM,omicidi volontari consumati,2010,9
Marche,INTENHOM,omicidi volontari consumati,2011,10
Marche,INTENHOM,omicidi volontari consumati,2012,5
Marche,INTENHOM,omicidi volontari consumati,2013,7
Marche,INTENHOM,omicidi volontari consumati,2014,14
Marche,INTENHOM,omicidi volontari consumati,2015,4
Marche,INTENHOM,omicidi volontari consumati,2016,2
Marche,INTENHOM,omicidi volontari consumati,2017,4
Marche,INTENHOM,omicidi volontari consumati,2018,9
Marche,INTENHOM,omicidi volontari consumati,2019,4
Marche,ROBBHOM,omicidi volontari consumati a scopo di furto o rapina,2010,0
Marche,ROBBHOM,omicidi volontari consumati a scopo di furto o rapina,2011,1
Marche,ROBBHOM,omicidi volontari consumati a scopo di furto o rapina,2012,2
Marche,ROBBHOM,omicidi volontari consumati a scopo di furto o rapina,2013,1
Marche,ROBBHOM,omicidi volontari consumati a scopo di furto o rapina,2014,1
Marche,ROBBHOM,omicidi volontari consumati a scopo di furto o rapina,2015,0
Marche,ROBBHOM,omicidi volontari consumati a scopo di furto o rapina,2016,0
Marche,ROBBHOM,omicidi volontari consumati a scopo di furto o rapina,2017,0
Marche,ROBBHOM,omicidi volontari consumati a scopo di furto o rapina,2018,3
Marche,ROBBHOM,omicidi volontari consumati a scopo di furto o rapina,2019,0
Marche,MAFIAHOM,omicidi volontari consumati di tipo mafioso,2010,0
Marche,MAFIAHOM,omicidi volontari consumati di tipo mafioso,2011,0
Marche,MAFIAHOM,omicidi volontari consumati di tipo mafioso,2012,0
Marche,MAFIAHOM,omicidi volontari consumati di tipo mafioso,2013,0
Marche,MAFIAHOM,omicidi volontari consumati di tipo mafioso,2014,0
Marche,MAFIAHOM,omicidi volontari consumati di tipo mafioso,2015,0
Marche,MAFIAHOM,omicidi volontari consumati di tipo mafioso,2016,0
Marche,MAFIAHOM,omicidi volontari consumati di tipo mafioso,2017,0
Marche,MAFIAHOM,omicidi volontari consumati di tipo mafioso,2018,0
Marche,MAFIAHOM,omicidi volontari consumati di tipo mafioso,2019,0
Marche,TERRORHOM,omicidi volontari consumati a scopo terroristico,2010,0
Marche,TERRORHOM,omicidi volontari consumati a scopo terroristico,2011,0
Marche,TERRORHOM,omicidi volontari consumati a scopo terroristico,2012,0
Marche,TERRORHOM,omicidi volontari consumati a scopo terroristico,2013,0
Marche,TERRORHOM,omicidi volontari consumati a scopo terroristico,2014,0
Marche,TERRORHOM,omicidi volontari consumati a scopo terroristico,2015,0
Marche,TERRORHOM,omicidi volontari consumati a scopo terroristico,2016,0
Marche,TERRORHOM,omicidi volontari consumati a scopo terroristico,2017,0
Marche,TERRORHOM,omicidi volontari consumati a scopo terroristico,2018,0
Marche,TERRORHOM,omicidi volontari consumati a scopo terroristico,2019,0
Marche,ATTEMPHOM,tentati omicidi,2010,17
Marche,ATTEMPHOM,tentati omicidi,2011,26
Marche,ATTEMPHOM,tentati omicidi,2012,27
Marche,ATTEMPHOM,tentati omicidi,2013,23
Marche,ATTEMPHOM,tentati omicidi,2014,25
Marche,ATTEMPHOM,tentati omicidi,2015,16
Marche,ATTEMPHOM,tentati omicidi,2016,6
Marche,ATTEMPHOM,tentati omicidi,2017,16
Marche,ATTEMPHOM,tentati omicidi,2018,21
Marche,ATTEMPHOM,tentati omicidi,2019,12
Marche,INFANTHOM,infanticidi,2010,0
Marche,INFANTHOM,infanticidi,2011,0
Marche,INFANTHOM,infanticidi,2012,0
Marche,INFANTHOM,infanticidi,2013,0
Marche,INFANTHOM,infanticidi,2014,0
Marche,INFANTHOM,infanticidi,2015,0
Marche,INFANTHOM,infanticidi,2016,0
Marche,INFANTHOM,infanticidi,2017,0
Marche,INFANTHOM,infanticidi,2018,1
Marche,INFANTHOM,infanticidi,2019,0
Marche,MANSHOM,omicidi preterintenzionali,2010,1
Marche,MANSHOM,omicidi preterintenzionali,2011,0
Marche,MANSHOM,omicidi preterintenzionali,2012,1
Marche,MANSHOM,omicidi preterintenzionali,2013,1
Marche,MANSHOM,omicidi preterintenzionali,2014,1
Marche,MANSHOM,omicidi preterintenzionali,2015,1
Marche,MANSHOM,omicidi preterintenzionali,2016,3
Marche,MANSHOM,omicidi preterintenzionali,2017,1
Marche,MANSHOM,omicidi preterintenzionali,2018,1
Marche,MANSHOM,omicidi preterintenzionali,2019,0
Marche,UNINTHOM,omicidi colposi,2010,48
Marche,UNINTHOM,omicidi colposi,2011,54
Marche,UNINTHOM,omicidi colposi,2012,36
Marche,UNINTHOM,omicidi colposi,2013,30
Marche,UNINTHOM,omicidi colposi,2014,39
Marche,UNINTHOM,omicidi colposi,2015,57
Marche,UNINTHOM,omicidi colposi,2016,49
Marche,UNINTHOM,omicidi colposi,2017,35
Marche,UNINTHOM,omicidi colposi,2018,37
Marche,UNINTHOM,omicidi colposi,2019,41
Marche,ROADHOM,omicidi colposi da incidente stradale,2010,32
Marche,ROADHOM,omicidi colposi da incidente stradale,2011,42
Marche,ROADHOM,omicidi colposi da incidente stradale,2012,26
Marche,ROADHOM,omicidi colposi da incidente stradale,2013,18
Marche,ROADHOM,omicidi colposi da incidente stradale,2014,34
Marche,ROADHOM,omicidi colposi da incidente stradale,2015,43
Marche,ROADHOM,omicidi colposi da incidente stradale,2016,38
Marche,ROADHOM,omicidi colposi da incidente stradale,2017,30
Marche,ROADHOM,omicidi colposi da incidente stradale,2018,22
Marche,ROADHOM,omicidi colposi da incidente stradale,2019,29
Marche,BLOWS,percosse,2010,335
Marche,BLOWS,percosse,2011,334
Marche,BLOWS,percosse,2012,320
Marche,BLOWS,percosse,2013,274
Marche,BLOWS,percosse,2014,379
Marche,BLOWS,percosse,2015,290
Marche,BLOWS,percosse,2016,262
Marche,BLOWS,percosse,2017,300
Marche,BLOWS,percosse,2018,293
Marche,BLOWS,percosse,2019,328
Marche,CULPINJU,lesioni dolose,2010,1602
Marche,CULPINJU,lesioni dolose,2011,1636
Marche,CULPINJU,lesioni dolose,2012,1542
Marche,CULPINJU,lesioni dolose,2013,1503
Marche,CULPINJU,lesioni dolose,2014,1463
Marche,CULPINJU,lesioni dolose,2015,1427
Marche,CULPINJU,lesioni dolose,2016,1299
Marche,CULPINJU,lesioni dolose,2017,1411
Marche,CULPINJU,lesioni dolose,2018,1457
Marche,CULPINJU,lesioni dolose,2019,1459
Marche,MENACE,minacce,2010,1998
Marche,MENACE,minacce,2011,1905
Marche,MENACE,minacce,2012,2048
Marche,MENACE,minacce,2013,1876
Marche,MENACE,minacce,2014,1854
Marche,MENACE,minacce,2015,1704
Marche,MENACE,minacce,2016,1460
Marche,MENACE,minacce,2017,1557
Marche,MENACE,minacce,2018,1565
Marche,MENACE,minacce,2019,1405
Marche,KIDNAPP,sequestri di persona,2010,37
Marche,KIDNAPP,sequestri di persona,2011,35
Marche,KIDNAPP,sequestri di persona,2012,41
Marche,KIDNAPP,sequestri di persona,2013,30
Marche,KIDNAPP,sequestri di persona,2014,30
Marche,KIDNAPP,sequestri di persona,2015,16
Marche,KIDNAPP,sequestri di persona,2016,21
Marche,KIDNAPP,sequestri di persona,2017,15
Marche,KIDNAPP,sequestri di persona,2018,16
Marche,KIDNAPP,sequestri di persona,2019,19
Marche,OFFENCE,ingiurie,2010,1727
Marche,OFFENCE,ingiurie,2011,1723
Marche,OFFENCE,ingiurie,2012,1788
Marche,OFFENCE,ingiurie,2013,1684
Marche,OFFENCE,ingiurie,2014,1630
Marche,OFFENCE,ingiurie,2015,1384
Marche,OFFENCE,ingiurie,2016,280
Marche,OFFENCE,ingiurie,2017,53
Marche,RAPE,violenze sessuali,2010,94
Marche,RAPE,violenze sessuali,2011,103
Marche,RAPE,violenze sessuali,2012,84
Marche,RAPE,violenze sessuali,2013,72
Marche,RAPE,violenze sessuali,2014,83
Marche,RAPE,violenze sessuali,2015,80
Marche,RAPE,violenze sessuali,2016,73
Marche,RAPE,violenze sessuali,2017,91
Marche,RAPE,violenze sessuali,2018,105
Marche,RAPE,violenze sessuali,2019,101
Marche,RAPEUN18,atti sessuali con minorenne,2010,12
Marche,RAPEUN18,atti sessuali con minorenne,2011,2
Marche,RAPEUN18,atti sessuali con minorenne,2012,12
Marche,RAPEUN18,atti sessuali con minorenne,2013,9
Marche,RAPEUN18,atti sessuali con minorenne,2014,9
Marche,RAPEUN18,atti sessuali con minorenne,2015,8
Marche,RAPEUN18,atti sessuali con minorenne,2016,11
Marche,RAPEUN18,atti sessuali con minorenne,2017,12
Marche,RAPEUN18,atti sessuali con minorenne,2018,5
Marche,RAPEUN18,atti sessuali con minorenne,2019,15
Marche,CORRUPUN18,corruzione di minorenne,2010,4
Marche,CORRUPUN18,corruzione di minorenne,2011,2
Marche,CORRUPUN18,corruzione di minorenne,2012,1
Marche,CORRUPUN18,corruzione di minorenne,2013,6
Marche,CORRUPUN18,corruzione di minorenne,2014,4
Marche,CORRUPUN18,corruzione di minorenne,2015,2
Marche,CORRUPUN18,corruzione di minorenne,2016,0
Marche,CORRUPUN18,corruzione di minorenne,2017,2
Marche,CORRUPUN18,corruzione di minorenne,2018,2
Marche,CORRUPUN18,corruzione di minorenne,2019,1
Marche,PROSTI,sfruttamento e favoreggiamento della prostituzione,2010,75
Marche,PROSTI,sfruttamento e favoreggiamento della prostituzione,2011,37
Marche,PROSTI,sfruttamento e favoreggiamento della prostituzione,2012,78
Marche,PROSTI,sfruttamento e favoreggiamento della prostituzione,2013,45
Marche,PROSTI,sfruttamento e favoreggiamento della prostituzione,2014,37
Marche,PROSTI,sfruttamento e favoreggiamento della prostituzione,2015,36
Marche,PROSTI,sfruttamento e favoreggiamento della prostituzione,2016,31
Marche,PROSTI,sfruttamento e favoreggiamento della prostituzione,2017,21
Marche,PROSTI,sfruttamento e favoreggiamento della prostituzione,2018,25
Marche,PROSTI,sfruttamento e favoreggiamento della prostituzione,2019,14
Marche,PORNO,pornografia minorile e detenzione di materiale pedopornografico,2010,10
Marche,PORNO,pornografia minorile e detenzione di materiale pedopornografico,2011,4
Marche,PORNO,pornografia minorile e detenzione di materiale pedopornografico,2012,6
Marche,PORNO,pornografia minorile e detenzione di materiale pedopornografico,2013,5
Marche,PORNO,pornografia minorile e detenzione di materiale pedopornografico,2014,15
Marche,PORNO,pornografia minorile e detenzione di materiale pedopornografico,2015,15
Marche,PORNO,pornografia minorile e detenzione di materiale pedopornografico,2016,11
Marche,PORNO,pornografia minorile e detenzione di materiale pedopornografico,2017,28
Marche,PORNO,pornografia minorile e detenzione di materiale pedopornografico,2018,10
Marche,PORNO,pornografia minorile e detenzione di materiale pedopornografico,2019,18
Marche,THEFT,furti,2010,25003
Marche,THEFT,furti,2011,28978
Marche,THEFT,furti,2012,29231
Marche,THEFT,furti,2013,28515
Marche,THEFT,furti,2014,29284
Marche,THEFT,furti,2015,28323
Marche,THEFT,furti,2016,24881
Marche,THEFT,furti,2017,22689
Marche,THEFT,furti,2018,18983
Marche,THEFT,furti,2019,16133
Marche,BAGTHEF,furti con strappo,2010,155
Marche,BAGTHEF,furti con strappo,2011,135
Marche,BAGTHEF,furti con strappo,2012,189
Marche,BAGTHEF,furti con strappo,2013,169
Marche,BAGTHEF,furti con strappo,2014,171
Marche,BAGTHEF,furti con strappo,2015,202
Marche,BAGTHEF,furti con strappo,2016,110
Marche,BAGTHEF,furti con strappo,2017,163
